date,stock_code,name,amount,market_value,cost_basis
20240924,601318.SS,中国平安,200,9300.0,41.12
20240924,000651.SZ,格力电器,200,8296.0,40.51
20240925,601318.SS,中国平安,200,9472.0,41.12
20240925,000651.SZ,格力电器,200,8496.0,40.51
20240926,601318.SS,中国平安,200,10084.0,41.12
20240926,000651.SZ,格力电器,200,8876.0,40.51
20240927,601318.SS,中国平安,200,10380.0,41.12
20240927,000651.SZ,格力电器,200,8880.0,40.51
20240930,601318.SS,中国平安,200,11418.0,41.12
20240930,000651.SZ,格力电器,200,9588.0,40.51
20241008,000651.SZ,格力电器,200,10300.0,40.51
20241009,000651.SZ,格力电器,200,9586.0,40.51
20241010,000651.SZ,格力电器,200,9930.0,40.51
20241011,000651.SZ,格力电器,200,9718.0,40.51
20241014,000651.SZ,格力电器,200,9968.0,40.51
20241015,000651.SZ,格力电器,200,9714.0,40.51
20241016,000651.SZ,格力电器,200,9494.0,40.51
20241017,000651.SZ,格力电器,200,9322.0,40.51
20241018,000651.SZ,格力电器,200,9460.0,40.51
20241021,000651.SZ,格力电器,200,9400.0,40.51
20241022,000651.SZ,格力电器,200,9556.0,40.51
20241023,000651.SZ,格力电器,200,9586.0,40.51
20241024,000651.SZ,格力电器,200,9476.0,40.51
20241025,000651.SZ,格力电器,200,9398.0,40.51
20241028,000651.SZ,格力电器,200,9352.0,40.51
20241029,000651.SZ,格力电器,200,9318.0,40.51
20241030,000651.SZ,格力电器,200,9156.0,40.51
20241031,000651.SZ,格力电器,200,8700.0,40.51
20241101,000651.SZ,格力电器,200,8704.0,40.51
20241104,000651.SZ,格力电器,200,8660.0,40.51
20241105,000651.SZ,格力电器,200,8780.0,40.51
20241106,000651.SZ,格力电器,200,8568.0,40.51
20241107,000651.SZ,格力电器,200,8852.0,40.51
20241108,000651.SZ,格力电器,200,8850.0,40.51
20241111,000651.SZ,格力电器,200,8750.0,40.51
20241112,000651.SZ,格力电器,200,8740.0,40.51
20241113,000651.SZ,格力电器,200,8784.0,40.51
20241114,000651.SZ,格力电器,200,8744.0,40.51
20241115,000651.SZ,格力电器,200,8624.0,40.51
20241118,000651.SZ,格力电器,200,8574.0,40.51
20241119,000651.SZ,格力电器,200,8586.0,40.51
20241120,000651.SZ,格力电器,200,8546.0,40.51
20241121,000651.SZ,格力电器,200,8462.0,40.51
20241122,000651.SZ,格力电器,200,8260.0,40.51
20241125,000651.SZ,格力电器,200,8194.0,40.51
20241126,000651.SZ,格力电器,200,8236.0,40.51
20241127,000651.SZ,格力电器,200,8418.0,40.51
20241128,000651.SZ,格力电器,200,8320.0,40.51
20241129,000651.SZ,格力电器,200,8416.0,40.51
20241202,000651.SZ,格力电器,200,8408.0,40.51
20241203,000651.SZ,格力电器,200,8470.0,40.51
20241204,000651.SZ,格力电器,200,8526.0,40.51
20241205,000651.SZ,格力电器,200,8464.0,40.51
20241206,000651.SZ,格力电器,200,8454.0,40.51
20241209,000651.SZ,格力电器,200,8470.0,40.51
20241210,000651.SZ,格力电器,200,8596.0,40.51
20241211,000651.SZ,格力电器,200,8662.0,40.51
20241212,000651.SZ,格力电器,200,8692.0,40.51
20241213,000651.SZ,格力电器,200,8600.0,40.51
20241216,000651.SZ,格力电器,200,8576.0,40.51
20241217,000651.SZ,格力电器,200,8600.0,40.51
20241218,000651.SZ,格力电器,200,8690.0,40.51
20241219,000651.SZ,格力电器,200,8730.0,40.51
20241220,000651.SZ,格力电器,200,8652.0,40.51
20241223,000651.SZ,格力电器,200,8898.0,40.51
20241224,000651.SZ,格力电器,200,9116.0,40.51
20241225,000651.SZ,格力电器,200,9088.0,40.51
20241226,000651.SZ,格力电器,200,9088.0,40.51
20241227,000651.SZ,格力电器,200,9012.0,40.51
20241230,000651.SZ,格力电器,200,9114.0,40.51
20241231,000651.SZ,格力电器,200,9090.0,40.51
20250102,000651.SZ,格力电器,200,9268.0,40.51
20250103,000651.SZ,格力电器,200,9148.0,40.51
20250106,000651.SZ,格力电器,200,9204.0,40.51
20250107,000651.SZ,格力电器,200,9130.0,40.51
20250108,000651.SZ,格力电器,200,9448.0,40.51
20250109,000651.SZ,格力电器,200,9500.0,40.51
20250110,000651.SZ,格力电器,200,9280.0,40.51
20250113,000651.SZ,格力电器,200,8980.0,40.51
20250114,000651.SZ,格力电器,200,9128.0,40.51
20250115,000651.SZ,格力电器,200,9218.0,40.51
20250116,000651.SZ,格力电器,200,9260.0,40.51
20250117,000651.SZ,格力电器,200,9200.0,40.51
20250120,000651.SZ,格力电器,200,9016.0,40.51
20250121,000651.SZ,格力电器,200,8952.0,40.51
20250122,000651.SZ,格力电器,200,8812.0,40.51
20250123,000651.SZ,格力电器,200,8854.0,40.51
20250124,000651.SZ,格力电器,200,8892.0,40.51
20250127,000651.SZ,格力电器,200,8978.0,40.51
20250205,000651.SZ,格力电器,200,8766.0,40.51
20250206,000651.SZ,格力电器,200,8728.0,40.51
20250207,000651.SZ,格力电器,200,8824.0,40.51
20250210,000651.SZ,格力电器,200,8776.0,40.51
20250211,000651.SZ,格力电器,200,8732.0,40.51
20250212,000651.SZ,格力电器,200,8752.0,40.51
20250213,000651.SZ,格力电器,200,8764.0,40.51
20250214,000651.SZ,格力电器,200,8798.0,40.51
20250217,000651.SZ,格力电器,200,8734.0,40.51
20250218,000651.SZ,格力电器,200,8606.0,40.51
20250219,000651.SZ,格力电器,200,8388.0,40.51
20250220,000651.SZ,格力电器,200,8370.0,40.51
20250221,000651.SZ,格力电器,200,8272.0,40.51
20250224,000651.SZ,格力电器,200,8254.0,40.51
20250225,000651.SZ,格力电器,200,8100.0,40.51
20250226,000651.SZ,格力电器,200,8184.0,40.51
20250227,000651.SZ,格力电器,200,8286.0,40.51
20250228,000651.SZ,格力电器,200,8170.0,40.51
20250303,000651.SZ,格力电器,200,8112.0,40.51
20250304,000651.SZ,格力电器,200,8338.0,40.51
20250305,000651.SZ,格力电器,200,8412.0,40.51
20250306,000651.SZ,格力电器,200,8422.0,40.51
20250307,000651.SZ,格力电器,200,8372.0,40.51
20250310,000651.SZ,格力电器,200,8450.0,40.51
20250311,000651.SZ,格力电器,200,8470.0,40.51
20250312,000651.SZ,格力电器,200,8424.0,40.51
20250313,000651.SZ,格力电器,200,8506.0,40.51
20250314,000651.SZ,格力电器,200,8640.0,40.51
20250317,000651.SZ,格力电器,200,8660.0,40.51
20250318,000651.SZ,格力电器,200,8754.0,40.51
20250319,000651.SZ,格力电器,200,8722.0,40.51
20250320,000651.SZ,格力电器,200,8542.0,40.51
20250321,000651.SZ,格力电器,200,8748.0,40.51
20250324,000651.SZ,格力电器,200,8996.0,40.51
20250325,000651.SZ,格力电器,200,9032.0,40.51
20250326,000651.SZ,格力电器,200,8990.0,40.51
20250327,000651.SZ,格力电器,200,9038.0,40.51
20250328,000651.SZ,格力电器,200,9056.0,40.51
20250331,000651.SZ,格力电器,200,9092.0,40.51
20250401,000651.SZ,格力电器,200,9026.0,40.51
20250402,000651.SZ,格力电器,200,9034.0,40.51
20250403,000651.SZ,格力电器,200,9070.0,40.51
20250407,000651.SZ,格力电器,200,8660.0,40.51
20250408,000651.SZ,格力电器,200,8924.0,40.51
20250409,000651.SZ,格力电器,200,8974.0,40.51
20250410,000651.SZ,格力电器,200,8962.0,40.51
20250411,000651.SZ,格力电器,200,9020.0,40.51
20250414,000651.SZ,格力电器,200,8778.0,40.51
20250415,000651.SZ,格力电器,200,8972.0,40.51
20250416,000651.SZ,格力电器,200,9056.0,40.51
20250417,000651.SZ,格力电器,200,8996.0,40.51
20250418,000651.SZ,格力电器,200,9060.0,40.51
20250421,000651.SZ,格力电器,200,9038.0,40.51
20251010,600036.SS,招商银行,200,8036.0,40.21
20251013,600036.SS,招商银行,200,8022.0,40.21
20251014,600036.SS,招商银行,200,8252.0,40.21
20251015,600036.SS,招商银行,200,8300.0,40.21
20251016,600036.SS,招商银行,200,8386.0,40.21
20251017,600036.SS,招商银行,200,8318.0,40.21
20251020,600036.SS,招商银行,200,8284.0,40.21
20251021,600036.SS,招商银行,200,8396.0,40.21
20251022,600036.SS,招商银行,200,8390.0,40.21
20251023,600036.SS,招商银行,200,8448.0,40.21
20251024,600036.SS,招商银行,200,8390.0,40.21
20251027,600036.SS,招商银行,200,8318.0,40.21
20251028,600036.SS,招商银行,200,8320.0,40.21
20251029,600036.SS,招商银行,200,8154.0,40.21
20251030,600036.SS,招商银行,200,8240.0,40.21
20251031,600036.SS,招商银行,200,8178.0,40.21
20251103,600036.SS,招商银行,200,8358.0,40.21
20251104,600036.SS,招商银行,200,8602.0,40.21
20251105,600036.SS,招商银行,200,8560.0,40.21
20251106,600036.SS,招商银行,200,8468.0,40.21
20251107,600036.SS,招商银行,200,8502.0,40.21
20251110,600036.SS,招商银行,200,8544.0,40.21
20251111,600036.SS,招商银行,200,8592.0,40.21
20251112,600036.SS,招商银行,200,8586.0,40.21
20251113,600036.SS,招商银行,200,8642.0,40.21
20251114,600036.SS,招商银行,200,8650.0,40.21
20251117,600036.SS,招商银行,200,8530.0,40.21
20251118,600036.SS,招商银行,200,8576.0,40.21
20251119,600036.SS,招商银行,200,8644.0,40.21
20251120,600036.SS,招商银行,200,8646.0,40.21
20251121,600036.SS,招商银行,200,8600.0,40.21
20251124,600036.SS,招商银行,200,8526.0,40.21
20251125,600036.SS,招商银行,200,8650.0,40.21
20251126,600036.SS,招商银行,200,8650.0,40.21
20251127,600036.SS,招商银行,200,8638.0,40.21
20251128,600036.SS,招商银行,200,8590.0,40.21
20251201,600036.SS,招商银行,200,8688.0,40.21
20251202,600036.SS,招商银行,200,8676.0,40.21
20251203,600036.SS,招商银行,200,8602.0,40.21
20251204,600036.SS,招商银行,200,8644.0,40.21
20251205,600036.SS,招商银行,200,8690.0,40.21
20251208,600036.SS,招商银行,200,8636.0,40.21
20251209,600036.SS,招商银行,200,8608.0,40.21
20251210,600036.SS,招商银行,200,8340.0,40.21
20251211,600036.SS,招商银行,200,8336.0,40.21
20251212,600036.SS,招商银行,200,8348.0,40.21
20251215,600036.SS,招商银行,200,8360.0,40.21
20251216,600036.SS,招商银行,200,8340.0,40.21
20251217,600036.SS,招商银行,200,8304.0,40.21
20251218,600036.SS,招商银行,200,8474.0,40.21
20251219,600036.SS,招商银行,200,8398.0,40.21
20251231,000651.SZ,格力电器,200,8044.0,40.25
